id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category,conversion_revenue_gbp,total_revenue_gbp,total_cost_gbp,profit_gbp
140704,2018-04-06 15:05:28,6c83eb51-6d30-4d93-bd60-0ab1f655f26b,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,SEK,62.85,GBP,5.34,GBP,0.01,MUNKBROHALLEN,MiscellaneousFoodStoresConven,-0.044296649999999715,-0.034296649999999713,0.05838471100499999,-0.09268136100499971
140713,2018-04-06 15:07:35,3f80395e-bfbd-480d-a701-418e58471c45,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,6.0,GBP,6.0,GBP,0.01,POUNDLAND LTD,DiscountStores,0.0,0.01,0.0474,-0.037399999999999996
140720,2018-04-06 15:09:47,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,GBP,20.0,GBP,20.0,GBP,-0.16,PO BROADWAY 03 159611X,ZMemberFinancialInstitut,0.0,-0.16,0.0854,-0.2454
140723,2018-04-06 15:09:58,6f57019f-0690-494f-9d9a-382d74770a1d,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,PLN,20.36,PLN,20.36,PLN,0.04,NETTO 1101494,DepartmentStores,0.0,0.008223359999999999,0.05874429292799999,-0.050520932927999994
140735,2018-04-06 15:11:50,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,2022.0,GBP,5.69,GBP,0.01,CBA PRI'MA FERENCIEK T,GroceryStoresSupermarkets,0.12747800000000087,0.13747800000000088,0.058331243399999996,0.07914675660000088
140738,2018-04-06 15:11:57,63f07569-e572-4cf2-9895-9b3460c2e6d0,IT,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,40.0,EUR,40.0,EUR,-0.55,VIA ENZO RATTI,ZMemberFinancialInstitut,0.0,-0.48373050000000006,0.54197148,-1.02570198
140750,2018-04-06 15:15:25,3e99498e-2371-4520-8565-d5015afdc399,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,10.72,GBP,10.72,GBP,0.02,B & M RETAIL,DiscountStores,0.0,0.02,0.03796,-0.01796
140770,2018-04-06 15:21:22,7650d737-6c85-4043-843b-bba312811d93,CZ,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,CZK,1000.0,GBP,34.54,GBP,-0.48,CSOB 1289 PRAHA 5,ZMemberFinancialInstitut,0.37599999999999767,-0.10400000000000231,0.5280468,-0.6320468000000024
140795,2018-04-06 15:27:48,a5a7185b-a6ee-4bc9-8c3e-62819592761b,CN,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,24.83,USD,24.83,USD,0.36,ali*aliexpress.com,GroceryStoresSupermarkets,0.0,0.26824212000000003,0.0362734311125,0.23196868888750002
140801,2018-04-06 15:29:05,1a04a744-0132-4d9e-9a8d-fdd0cbaffb04,DK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,DKK,60.0,GBP,7.05,GBP,0.01,Flying Tiger Copenhage,GameToyAndHobbyShops,-0.03408000000000033,-0.02408000000000033,0.057874776,-0.08195477600000034
140807,2018-04-06 15:29:45,5fc5088a-95ad-4940-9c45-2f94c086e19b,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,USD,65.98,USD,65.98,USD,0.73,WDW MERCHANDISE SALES,CardGiftNoveltyAndSouveni,0.0,0.54393541,-0.002053524575000007,0.545988934575
140827,2018-04-06 15:35:14,a5a7185b-a6ee-4bc9-8c3e-62819592761b,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,USD,14.99,USD,14.99,USD,0.03,WWW.ALIEXPRESS.COM,DirectMarketingCatalogMerchan,0.0,0.02235351,0.03706139234,-0.014707882339999999
140834,2018-04-06 15:36:26,80e80aa1-c6a7-4f2e-a92c-39455ac4db74,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,CHF,250.0,CHF,250.0,CHF,0.5,Revolut*6703*,RFinancialInstitutionsMe,0.0,0.378505,-0.31910499999999997,0.69761
140842,2018-04-06 15:37:39,b1326a61-107e-45e7-83e5-c730aacbd6d7,CH,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CHF,15.0,CHF,15.0,CHF,0.12,BAR LA STANZA,EatingPlacesRestaurants,0.0,0.0908412,0.05659345499999999,0.03424774500000001
140849,2018-04-06 15:38:44,31ea3a2b-24da-4d2a-abaa-749921ef28cf,US,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,USD,118.0,USD,118.0,USD,1.89,COLLEGEBOARD*SAT ONLN.,SchoolsAndEducationalServices,0.0,1.40827113,-0.050504757500000025,1.4587758874999999
140857,2018-04-06 15:40:41,cb676b88-41c4-4138-a48d-c22ca93a2882,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,9.77,EUR,9.77,EUR,0.02,242098  MARKTKAUF,GroceryStoresSupermarkets,0.0,0.0175902,0.057422156190000004,-0.039831956190000004
140867,2018-04-06 15:43:17,318a640d-3cc7-44d8-82f1-85ed2abbedd5,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,6.65,GBP,6.65,GBP,0.01,PATISSERIE VALERIE,EatingPlacesRestaurants,0.0,0.01,0.0461,-0.0361
140901,2018-04-06 15:50:42,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,4.5,GBP,4.5,GBP,0.01,BOULDERS LTD,RecreationServicesNotElsewher,0.0,0.01,0.0504,-0.0404
140907,2018-04-06 15:52:04,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,GBP,100.0,GBP,100.0,GBP,-0.16,SETTLE,ZMemberFinancialInstitut,0.0,-0.16,0.1894,-0.34940000000000004
140927,2018-04-06 15:57:39,2c016bf2-3724-4641-b5e6-d31c356af1f7,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,131.04,GBP,7.82,GBP,0.09,Spar De Jonker Spar,MiscellaneousFoodStoresConven,0.33538832000000074,0.4253883200000007,0.050044235400000005,0.3753440846000007
140938,2018-04-06 16:00:22,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,9.45,GBP,9.45,GBP,0.02,CO-OP FOOD,GroceryStoresSupermarkets,0.0,0.02,0.0405,-0.0205
140953,2018-04-06 16:02:24,22e96a36-b310-4254-9543-4cb99d15bc2f,MT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,35.63,EUR,35.63,EUR,0.07,LIDL MALTA-SAN GWANN,GroceryStoresSupermarkets,0.0,0.06156570000000001,0.050598917610000016,0.010966782389999992
140957,2018-04-06 16:03:04,ab3e969b-0671-4315-9995-1216c069a059,IT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,4.28,EUR,4.28,EUR,0.01,SISA,MiscellaneousFoodStoresConven,0.0,0.0087951,0.05887070916,-0.05007560916
140965,2018-04-06 16:05:43,63f07569-e572-4cf2-9895-9b3460c2e6d0,CH,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,CHF,30.95,CHF,30.95,CHF,0.25,STAZIONE PICCADILLY SA,ServiceStationsWithOrWithou,0.0,0.1892525,0.05297116215000003,0.13628133784999996
140967,2018-04-06 16:06:07,63f07569-e572-4cf2-9895-9b3460c2e6d0,CH,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,CHF,28.9,CHF,28.9,CHF,0.23,STAZIONE PICCADILLY SA,ServiceStationsWithOrWithou,0.0,0.1741123,0.05343672329999999,0.12067557670000001
140969,2018-04-06 16:06:13,691dca23-8229-43c0-920b-282a9dc94fc2,IL,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,ILS,50.0,GBP,10.14,GBP,0.13,karta jerusalem park,AutomobileParkingLotsAndGara,-0.28384999999999927,-0.15384999999999927,0.04637018750000001,-0.20022018749999926
140971,2018-04-06 16:06:25,32e8b3aa-c353-4164-91cf-966c59eac121,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,100.0,EUR,100.0,EUR,-0.62,*DEUTSCHE BANK SAE,ZMemberFinancialInstitut,0.0,-0.5452962,1.2649287,-1.8102249000000001
140973,2018-04-06 16:06:38,a9a2f058-aa5b-42cf-be70-3ce70c2629bf,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,32.0,EUR,32.0,EUR,0.06,KATUSEKOHVIK.VIRU 13-1,BarsCocktailLoungesDiscothe,0.0,0.0527706,0.05155670400000001,0.001213895999999992
140989,2018-04-06 16:10:59,e3c178f9-8c9d-4ebf-9a17-66ef68d60261,FI,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,47.08,EUR,47.08,EUR,0.09,K SUPERMARKET RINTEENK,GroceryStoresSupermarkets,0.0,0.0791559,0.04757780076000001,0.03157809923999999
140998,2018-04-06 16:12:44,976ae12b-1efe-42f7-a3e9-556d1ea6c96a,DE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,200.0,EUR,200.0,EUR,-0.74,FRANKFURTER SPARKASSE,ZMemberFinancialInstitut,0.0,-0.6508374,2.4698574000000004,-3.1206948000000003
141001,2018-04-06 16:13:19,2eca7a74-82fd-477b-8693-8deb2255fa5d,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,33.65,EUR,33.65,EUR,0.07,LEONVOL,ProfessionalServicesNotElsewh,0.0,0.06156570000000001,0.05112134655000006,0.01044435344999995
141014,2018-04-06 16:15:42,4a72ea78-9728-4f03-a9e8-6ec2129e2679,KE,Intra,CASH_WITHDRAWAL,ATM,UNKNOWN,PIN,SUCCESS,KES,10000.0,GBP,70.8,GBP,-0.64,I&M-SARIT CENTER-NAIRO,ZMemberFinancialInstitut,-3.0799999999999983,-3.7199999999999984,0.21085399999999999,-3.9308539999999983
141024,2018-04-06 16:17:33,4cdf260b-1ecc-4802-9d8f-6e131deeaa8d,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,SEK,65.0,GBP,5.52,GBP,0.01,PUNJABI GRILL,EatingPlacesRestaurants,-0.04848500000000033,-0.03848500000000033,0.05832945449999999,-0.09681445450000031
141040,2018-04-06 16:20:57,a49e8617-ec3d-4587-8026-7b9a3b7a4b14,FR,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,40.0,EUR,40.0,EUR,-0.55,CIC LA CIOTAT,ZMemberFinancialInstitut,0.0,-0.48373050000000006,0.54197148,-1.02570198
141044,2018-04-06 16:21:28,84a94885-a41a-47cc-aeab-4130f085c495,DK,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,DKK,30.0,GBP,3.52,GBP,0.01,STUDENTERSAMFUN,OrganizationsMembershipNotEl,-0.02204000000000006,-0.01204000000000006,0.058937388,-0.07097738800000006
141045,2018-04-06 16:21:29,4c029044-9688-4314-b121-4391a4f63d79,SE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,SEK,68.0,GBP,5.78,GBP,0.01,Shell 7-11 61311 Kumla,ServiceStationsWithOrWithou,-0.04549199999999942,-0.03549199999999942,0.05825235240000001,-0.09374435239999943
141091,2018-04-06 16:27:52,5be3c6ef-b91a-441f-abd5-5cdebc4e1eeb,ES,Inter,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,EUR,5.0,EUR,5.0,EUR,0.01,VODAFONE ESPA A S A,TelecommunicationServicesPrepa,0.0,0.0087951,0.058680735,-0.049885635
141111,2018-04-06 16:30:48,7cd90f8b-548f-4a4d-8469-dcd03fcf5b8a,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,16.9,EUR,16.9,EUR,0.03,Wolt ToitsCity,FastFoodRestaurants,0.0,0.0263853,0.05554088430000001,-0.02915558430000001
141123,2018-04-06 16:32:57,5be3c6ef-b91a-441f-abd5-5cdebc4e1eeb,ES,Inter,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,EUR,10.0,EUR,10.0,EUR,0.02,VODAFONE ESPA A S A,TelecommunicationServicesPrepa,0.0,0.0175902,0.05736147,-0.03977127
141127,2018-04-06 16:33:17,2eca7a74-82fd-477b-8693-8deb2255fa5d,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,EUR,10.3,EUR,10.3,EUR,0.02,LEONVOL,ProfessionalServicesNotElsewh,0.0,0.0175902,0.05728231410000002,-0.03969211410000002
141132,2018-04-06 16:33:31,a44eecee-22a9-4d63-9f60-4ffc87c1b580,DE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,9.87,EUR,9.87,EUR,0.02,REWE (KT) Frankfur,GroceryStoresSupermarkets,0.0,0.0175902,0.05739577088999999,-0.03980557088999999
141139,2018-04-06 16:34:26,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,16.8,EUR,16.8,EUR,0.03,FAFA-S.ESTONIA PST 9,FastFoodRestaurants,0.0,0.0263853,0.0555672696,-0.029181969599999996
141149,2018-04-06 16:37:24,4a72ea78-9728-4f03-a9e8-6ec2129e2679,KE,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,KES,1450.0,GBP,10.27,GBP,0.11,LIQUOR BARRELS  729151,PackageStoresBeerWineLiqu,-0.44260000000000055,-0.33260000000000056,0.04600925,-0.37860925000000056
141170,2018-04-06 16:41:49,6c83eb51-6d30-4d93-bd60-0ab1f655f26b,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,SEK,52.0,GBP,4.42,GBP,0.01,PRESSBYRaN 4505123,NewsDealersAndNewsstands,-0.03478799999999982,-0.024787999999999817,0.05866356360000001,-0.08345156359999983
141188,2018-04-06 16:45:28,4276e10c-693c-4bd9-99e0-4b399281bed7,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,15.8,EUR,15.8,EUR,0.03,RADISSON BLU SCANDINAV,RadissonHotels,0.0,0.0263853,0.055831122600000005,-0.029445822600000005
141200,2018-04-06 16:49:27,ed39695c-a026-42ce-865d-8062a56ec18b,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,25.07,EUR,25.07,EUR,0.05,SOLARISE TOIDU.ESTONIA,GroceryStoresSupermarkets,0.0,0.0439755,0.05338520528999996,-0.009409705289999959
141213,2018-04-06 16:52:36,7dbbed4c-7ebd-4366-bc2c-6862dbae0efc,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,9.15,GBP,9.15,GBP,0.02,PRET A MANGER,EatingPlacesRestaurants,0.0,0.02,0.0411,-0.021099999999999997
141238,2018-04-06 16:57:21,ceb71795-f647-433e-9e27-4b5fb890ae84,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,22.99,GBP,22.99,GBP,0.05,WIZZ AIR HUNGARY KFT,AirCarriersAirlinesNotElsew,0.0,0.05,0.013420000000000001,0.03658
141239,2018-04-06 16:57:22,d502de90-570a-42ff-8b4a-e5945c1909d0,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,1800.0,GBP,5.07,GBP,0.01,CITY TAXI 535,Limousines,0.11820000000000075,0.12820000000000076,0.05851446,0.06968554000000077
141273,2018-04-06 17:04:40,628da34a-b1ec-4aa6-8105-f17f0769f18a,DK,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,DKK,258.0,GBP,30.31,GBP,0.06,Dalle Valle Axeltorv,EatingPlacesRestaurants,-0.15154400000000123,-0.09154400000000124,0.050861536799999996,-0.14240553680000123
141334,2018-04-06 17:17:47,6ad83c39-325f-4702-9275-b1583058fc97,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,475.0,GBP,1.34,GBP,0.0,MOM PARK BUTLERS,EquipmentFurnitureAndHomeF,0.033275000000000166,0.033275000000000166,0.05960798250000001,-0.026332982499999845
141349,2018-04-06 17:19:55,4a72ea78-9728-4f03-a9e8-6ec2129e2679,KE,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,KES,1000.0,GBP,7.08,GBP,0.08,TOTAL SPRING VAL729258,ServiceStationsWithOrWithou,-0.30799999999999983,-0.22799999999999981,0.050165,-0.27816499999999983
141378,2018-04-06 17:26:06,4a72ea78-9728-4f03-a9e8-6ec2129e2679,EE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,KES,200.0,GBP,1.42,GBP,0.0,TAXIFY 20180406_2009,Limousines,-0.057600000000000096,-0.057600000000000096,0.059556719999999994,-0.11715672000000009
141380,2018-04-06 17:26:20,8c0b0603-12a6-47b5-82fa-3ffa87a0b88c,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,1.66,GBP,1.66,GBP,0.0,ASDA STORES 4248,GroceryStoresSupermarkets,0.0,0.0,0.056080000000000005,-0.056080000000000005
141384,2018-04-06 17:27:26,75e5548f-9eec-4ad8-b859-e518063da11a,FI,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,5.11,EUR,5.11,EUR,0.01,VFI*Hasrod Oy,MiscellaneousFoodStoresConven,0.0,0.0087951,0.058651711169999995,-0.049856611169999995
141397,2018-04-06 17:31:16,2eca7a74-82fd-477b-8693-8deb2255fa5d,FR,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,60.0,EUR,60.0,EUR,-0.57,R COTEDES LEGENDES,ZMemberFinancialInstitut,0.0,-0.5013207,0.78295722,-1.28427792
141398,2018-04-06 17:31:26,ce43ccbe-55d4-44d3-bbde-9eacb111a503,CL,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,CLP,2990.0,GBP,3.52,GBP,0.04,EKONO SUB-CENTRO,GroceryStoresSupermarkets,-0.023150000000000226,0.016849999999999775,0.0549710625,-0.038121062500000226
141418,2018-04-06 17:35:32,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,6.0,GBP,6.0,GBP,0.01,POUNDLAND,DiscountStores,0.0,0.01,0.0474,-0.037399999999999996
141424,2018-04-06 17:36:21,d74cf695-b832-4d95-91a3-854a7d3d9c7e,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,24.0,EUR,24.0,EUR,0.05,Sportpark Freiburg,AmusementParksCarnivalsCirc,0.0,0.0439755,0.05366752800000002,-0.00969202800000002
141439,2018-04-06 17:40:03,7e76d9f6-67cc-467a-8430-4d791ccdeab1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,18.88,GBP,18.88,GBP,0.04,JOHNS OF INSTOW LTD,FastFoodRestaurants,0.0,0.04,0.02164,0.01836
141449,2018-04-06 17:41:49,817c9922-1028-469d-9082-0df5ebd410f5,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,25.0,GBP,25.0,GBP,0.05,BARRYS BOOTCAMP LONDON,ClubsCountryClubsMembership,0.0,0.05,0.009399999999999999,0.040600000000000004
141457,2018-04-06 17:44:13,7dbbed4c-7ebd-4366-bc2c-6862dbae0efc,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,3.4,GBP,3.4,GBP,0.01,PRET A MANGER,EatingPlacesRestaurants,0.0,0.01,0.0526,-0.0426
141461,2018-04-06 17:44:39,8d192c45-5e92-4642-959e-bba1d95ed638,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,EUR,25.0,EUR,25.0,EUR,0.0,BANCO SANTANDER,ZMemberFinancialInstitut,0.0,0.0,0.36123217500000004,-0.36123217500000004
141468,2018-04-06 17:46:01,6c83eb51-6d30-4d93-bd60-0ab1f655f26b,SE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,SEK,153.25,GBP,13.02,GBP,0.03,MAXI ICA STORMARKNAD L,MiscellaneousFoodStoresConven,-0.10877424999999974,-0.07877424999999974,0.056061367725000005,-0.13483561772499975
141471,2018-04-06 17:46:29,2865fe85-a4b8-4a42-893a-4fca4a04ccba,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,EUR,5.32,EUR,5.32,EUR,0.01,CARREFMARKETSCON,GroceryStoresSupermarkets,0.0,0.0087951,0.058596302040000006,-0.049801202040000006
141475,2018-04-06 17:47:15,8b56a9ba-6034-420c-84db-71974bb5a4e6,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,25.8,EUR,25.8,EUR,0.05,JONNY'S DHABA,EatingPlacesRestaurants,0.0,0.0439755,0.05319259260000003,-0.009217092600000032
141499,2018-04-06 17:52:26,8e8a112b-ac14-4a20-8deb-39e0965a0c45,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,17.54,EUR,17.54,EUR,0.04,ICA AB/POSTIMAJA RIMI,GroceryStoresSupermarkets,0.0,0.0351804,0.055372018380000027,-0.020191618380000026
141500,2018-04-06 17:52:31,283d5197-f10e-428f-892f-cde481d7110e,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,13.9,EUR,13.9,EUR,0.03,VERRE VOLE,GroceryStoresSupermarkets,0.0,0.0263853,0.05633244330000001,-0.029947143300000006
141503,2018-04-06 17:53:01,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,1.5,GBP,1.5,GBP,0.0,WILKO RETAIL LIMITED,HouseholdApplianceStores,0.0,0.0,0.0564,-0.0564
141528,2018-04-06 17:56:58,a5ab6ffd-d7aa-4e48-9939-1160e0dbb996,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,139.0,GBP,139.0,GBP,0.28,MYBARCLAYCARD AS2,RFinancialInstitutionsMe,0.0,0.28,-0.21860000000000002,0.49860000000000004
141530,2018-04-06 17:57:04,e5352dd4-507f-4546-8f5d-3ddcc9bbe6ab,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,7.0,GBP,7.0,GBP,0.01,HUNGRY CUE FISH AND CH,FastFoodRestaurants,0.0,0.01,0.0454,-0.0354
141535,2018-04-06 17:57:57,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,PLN,14.0,PLN,14.0,PLN,0.03,BAR-SZAWA 01,EatingPlacesRestaurants,0.0,0.006167519999999999,0.0591365472,-0.052969027200000005
141541,2018-04-06 17:59:24,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,GBP,14.7,GBP,14.7,GBP,0.03,TESCO STORES 6013,GroceryStoresSupermarkets,0.0,0.03,0.030000000000000002,-3.469446951953614e-18
141546,2018-04-06 18:00:41,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,GBP,25.0,GBP,25.0,GBP,0.05,MARYLAND SU LTD 52939-,GroceryStoresSupermarkets,0.0,0.05,0.009399999999999999,0.040600000000000004
141575,2018-04-06 18:04:44,9b13c71c-502a-4f37-b423-677e375e1f83,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,ZAR,167.0,GBP,9.96,GBP,0.11,GAUTRAIN ORTIA TVM,PassengerRailways,0.42146100000000075,0.5314610000000007,0.04747682625000001,0.48398417375000075
141590,2018-04-06 18:09:08,d884a97c-5a75-4585-a3ca-199bdbe3b2dd,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,GBP,50.0,GBP,50.0,GBP,0.1,goHenry Limited,MoneysendIntercountry1,0.0,0.1,-0.040600000000000004,0.1406
141599,2018-04-06 18:12:23,6ad83c39-325f-4702-9275-b1583058fc97,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,HUF,6040.0,GBP,17.01,GBP,0.03,VAPIANO MOM PARK,EatingPlacesRestaurants,0.3939600000000034,0.42396000000000345,0.05501518799999999,0.36894481200000345
141611,2018-04-06 18:16:28,5be3c6ef-b91a-441f-abd5-5cdebc4e1eeb,NL,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,10.0,EUR,10.0,EUR,0.02,NS DEN HAAG LAAN VAN N,PassengerRailways,0.0,0.0175902,0.05736147,-0.03977127
141616,2018-04-06 18:17:38,283d5197-f10e-428f-892f-cde481d7110e,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,EUR,2.99,EUR,2.99,EUR,0.01,CARREFOURMARKET,GroceryStoresSupermarkets,0.0,0.0087951,0.059211079529999995,-0.050415979529999995
141629,2018-04-06 18:20:40,b10ecfc6-162b-411b-9643-44c0e11df212,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,EUR,3.46,EUR,3.46,EUR,0.01,ICA AB/TATARI RIMI ISE,GroceryStoresSupermarkets,0.0,0.0087951,0.05908706861999999,-0.05029196861999999
141705,2018-04-06 18:39:49,53204f18-df16-46aa-b644-63444b55fed7,DE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,EUR,32.9,EUR,32.9,EUR,0.07,Flixbus,BusLines,0.0,0.06156570000000001,0.05131923629999996,0.010246463700000048
141713,2018-04-06 18:41:20,26126009-f99e-444a-9383-62d5d88eef32,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,PLN,19.0,PLN,19.0,PLN,0.04,BAR-SZAWA 01,EatingPlacesRestaurants,0.0,0.008223359999999999,0.0588281712,-0.0506048112
141715,2018-04-06 18:41:34,4276e10c-693c-4bd9-99e0-4b399281bed7,DE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,EUR,75.0,EUR,75.0,EUR,0.15,Rest.Brauerei z. Schif,EatingPlacesRestaurants,0.0,0.1319265,0.04021102500000007,0.09171547499999994
