id,transaction_time,card_token,merchant_address_country,cost_region,transaction_type,transaction_cost_type,transaction_personal_details_input,transaction_card_ownership_proof_method,state,decline_reason,amount_currency,amount_value,billing_amount_currency,billing_amount_value,interchange_currency,inter_change_fee,merchant_name,category
131758,2018-04-04 11:07:37,b3633b50-b807-49f8-bf5d-3ceddb6922a3,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,650.00,GBP,1.83,GBP,0.00,ESTRATTO,EatingPlacesRestaurants
131761,2018-04-04 11:08:19,b3633b50-b807-49f8-bf5d-3ceddb6922a3,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,590.00,GBP,1.66,GBP,0.00,ESTRATTO,EatingPlacesRestaurants
131775,2018-04-04 11:11:36,e4443fcb-10c0-4723-890c-8eef7e7e37ee,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,51.70,EUR,51.70,EUR,0.10,LE TOTEM         13 MA,CigarStoresAndStands
131790,2018-04-04 11:13:31,97d036b4-ae5e-4cdb-9940-4fa2472665a8,MT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,10.50,EUR,10.50,EUR,0.02,DEGGI'S SNACK BAR,BarsCocktailLoungesDiscothe
131796,2018-04-04 11:13:59,1bbac5b6-813f-426d-b6fd-f5d3bd623032,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,24.58,EUR,24.58,EUR,0.05,FISTALIA SC,GroceryStoresSupermarkets
131798,2018-04-04 11:14:25,beefc854-4b17-4a8b-bd8f-331299875adc,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,CHF,10.00,CHF,10.00,CHF,0.02,Revolut*0121*,RFinancialInstitutionsMe
131802,2018-04-04 11:16:00,4e227380-7ba4-44a4-848c-7a204e775fd8,AT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,10.91,EUR,10.91,EUR,0.02,DEMMERS TEEHAUS LANDST,MiscellaneousFoodStoresConven
131827,2018-04-04 11:21:22,4e925a39-e1f2-4596-8de6-6fd298417775,NL,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,10.61,EUR,10.61,EUR,0.02,MSP*OVShop,MiscellaneousGeneralMerchandis
131831,2018-04-04 11:21:52,d8697c9b-85a1-4f70-9ada-fb4c70d73164,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,200.00,GBP,200.00,GBP,-0.36,BRAEHEAD SHPPOING CENT,ZMemberFinancialInstitut
131832,2018-04-04 11:22:39,7bab70c6-42f1-4991-9183-e7e4540815aa,LT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,170.37,EUR,170.37,EUR,0.34,NORFOS VAISTINE SIAURE,DrugStoresPharmacies
131856,2018-04-04 11:28:05,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,14.80,GBP,14.80,GBP,0.03,HOBBLEDOWN LTD,Aquariums
131857,2018-04-04 11:28:15,6650ebbe-5a09-422e-994f-4d61418f4523,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,7.67,GBP,7.67,GBP,0.02,VILLAGE FOOD CENTRE,GroceryStoresSupermarkets
131859,2018-04-04 11:28:38,54a5634f-0aab-4b13-8664-5ea5ecee3bef,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,390.00,GBP,1.10,GBP,0.00,GE KA'VE'ZO',BarsCocktailLoungesDiscothe
131869,2018-04-04 11:32:34,5a80b161-d54d-4af4-80f6-7d2e214aa08a,FR,Inter,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,EUR,3.70,EUR,3.70,EUR,0.01,ATLANDES AUTOROU,BridgeAndRoadFeesTolls
131871,2018-04-04 11:32:35,174804bf-2352-4ab4-b96f-f5cedf340906,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,5.15,GBP,5.15,GBP,0.01,PAYPAL *GITHUB INC 1L2,ComputerSoftwareStores
131872,2018-04-04 11:32:42,7cd90f8b-548f-4a4d-8469-dcd03fcf5b8a,EE,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,24.67,EUR,24.67,EUR,0.05,ICA AB/VANALINNA RIMI,GroceryStoresSupermarkets
131921,2018-04-04 11:40:50,d8697c9b-85a1-4f70-9ada-fb4c70d73164,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,45.00,GBP,45.00,GBP,0.09,NEXT RETAIL LTD,FamilyClothingStores
131929,2018-04-04 11:42:53,c7e2ef4a-724a-4a96-a831-0c9653a230bc,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,1.00,GBP,1.00,GBP,0.00,PP*9070CODE,ProfessionalServicesNotElsewh
131940,2018-04-04 11:45:55,d98d051d-52bb-451e-a9b7-7478c6b7f7f1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.55,GBP,4.55,GBP,0.01,TESCO STORES-2124,GroceryStoresSupermarkets
131953,2018-04-04 11:47:39,e099e44b-356f-4fab-9b6a-465726f2ec7f,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,14.31,EUR,14.31,EUR,0.03,ALDI COIN,GroceryStoresSupermarkets
131963,2018-04-04 11:51:35,4b016fd2-cb84-433e-90e6-4a6135dacb2f,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,31.00,GBP,31.00,GBP,0.06,F & F KIDS,ChildrenSAndInfantsWearSto
131971,2018-04-04 11:54:02,174804bf-2352-4ab4-b96f-f5cedf340906,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,FAIL,INSUFFICIENT_FUNDS,GBP,11.99,,,,,PAYPAL *EZE TV,ComputerSoftwareStores
131972,2018-04-04 11:54:10,b9bee682-7f33-4878-89a8-a35a21b7c61a,RO,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,RON,"4,000.00",,,,,SATU MARE METECOM,ZMemberFinancialInstitut
131974,2018-04-04 11:54:32,b9bee682-7f33-4878-89a8-a35a21b7c61a,RO,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,INCORRECT_PIN,RON,"2,000.00",,,,,SATU MARE METECOM,ZMemberFinancialInstitut
131990,2018-04-04 11:57:32,6f57019f-0690-494f-9d9a-382d74770a1d,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,9.27,PLN,9.27,PLN,0.02,ORLEN,ServiceStationsWithOrWithou
132025,2018-04-04 12:04:50,d502de90-570a-42ff-8b4a-e5945c1909d0,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"2,380.00",GBP,6.71,GBP,0.01,VAPIANO BE'CSI CORNER,EatingPlacesRestaurants
132027,2018-04-04 12:05:14,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.60,GBP,2.60,GBP,0.01,200 DEGREES,FastFoodRestaurants
132029,2018-04-04 12:05:40,b86d5256-ecb5-4a12-8067-af6a0df6796a,NL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,15.90,EUR,15.90,EUR,0.03,BK 6036,FastFoodRestaurants
132047,2018-04-04 12:09:18,af93e145-c8f2-454d-b472-f116e373a526,DE,Inter,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,58.93,EUR,58.93,EUR,0.12,www.baufix-online.com,RMiscellaneousAndSpecial
132052,2018-04-04 12:09:45,32c7ab0a-e0f9-4f4c-a85b-62c7bef6049f,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,ZAR,520.00,GBP,31.15,GBP,0.34,ASARA WINE ESTATE,PackageStoresBeerWineLiqu
132053,2018-04-04 12:09:54,e6af604f-973f-416d-86c9-5521425d2de4,IE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,12.00,EUR,12.00,EUR,0.02,RYANAIR INFLIGHT,Ryanair
132059,2018-04-04 12:10:34,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,4.80,GBP,4.80,GBP,0.01,MARKS&SPENCER PLC,GroceryStoresSupermarkets
132060,2018-04-04 12:10:34,5a80b161-d54d-4af4-80f6-7d2e214aa08a,FR,Inter,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,EUR,3.70,EUR,3.70,EUR,0.01,ATLANDES AUTOROU,BridgeAndRoadFeesTolls
132072,2018-04-04 12:13:10,07f5e673-c318-4afe-aca5-26369edc7937,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.15,GBP,5.15,GBP,0.01,SPIANATA & CO LTD,EatingPlacesRestaurants
132088,2018-04-04 12:17:28,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,100.00,GBP,100.00,GBP,-0.25,STN BAG TROLLEY RIGHT,ZMemberFinancialInstitut
132099,2018-04-04 12:19:00,bcde0bee-7205-4574-bf01-9dfbdee292ad,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,580.00",GBP,4.47,GBP,0.01,BELLOZZO OKTOGON,EatingPlacesRestaurants
132114,2018-04-04 12:21:58,32317442-5ca5-4659-bcc1-a304a1ce9b07,LU,Intra,ECOM_PURCHASE,POS/ECOM,ECOM,UNKNOWN,SUCCESS,,GBP,178.35,GBP,178.35,GBP,0.36,Amazon EU,DirectMarketingOtherDirectMa
132130,2018-04-04 12:25:26,8b56a9ba-6034-420c-84db-71974bb5a4e6,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,37.60,EUR,37.60,EUR,0.08,CAFE ES PES DE LA PALL,EatingPlacesRestaurants
132131,2018-04-04 12:25:28,fac66f97-a9bc-40d0-ac59-4195473c5aa7,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,7.75,GBP,7.75,GBP,0.02,ICELAND,GroceryStoresSupermarkets
132158,2018-04-04 12:31:15,5a80b161-d54d-4af4-80f6-7d2e214aa08a,FR,Inter,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,EUR,3.70,EUR,3.70,EUR,0.01,ASF PISTE NPCI,BridgeAndRoadFeesTolls
132169,2018-04-04 12:34:00,af93e145-c8f2-454d-b472-f116e373a526,FR,Inter,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,,EUR,72.85,EUR,72.85,EUR,0.15,AMAZON PAYMENTS,DirectMarketingCombinationCat
132173,2018-04-04 12:34:35,e6af604f-973f-416d-86c9-5521425d2de4,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,7.98,GBP,7.98,GBP,0.02,WH SMITH,NewsDealersAndNewsstands
132182,2018-04-04 12:36:54,1bbac5b6-813f-426d-b6fd-f5d3bd623032,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,106.66,EUR,106.66,EUR,0.21,LECLERC VILLENE,VarietyStores
132229,2018-04-04 12:48:08,5a80b161-d54d-4af4-80f6-7d2e214aa08a,FR,Inter,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,EUR,2.40,EUR,2.40,EUR,0.00,ASF PISTE NPCI,BridgeAndRoadFeesTolls
132230,2018-04-04 12:48:15,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"1,590.00",GBP,4.48,GBP,0.01,DEAR BUDAPEST,EatingPlacesRestaurants
132237,2018-04-04 12:49:21,5879823b-6a89-4f57-a937-5173163c9770,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,30.50,EUR,30.50,EUR,0.06,JUNGLE PARADIS,TouristAttractionsAndExhibits
132266,2018-04-04 12:54:56,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,5.00,GBP,5.00,GBP,0.01,LONDON TRANSPORT,PassengerRailways
132269,2018-04-04 12:55:39,6f57019f-0690-494f-9d9a-382d74770a1d,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,17.32,PLN,17.32,PLN,0.03,NETTO 1101494,DepartmentStores
132270,2018-04-04 12:55:48,e3be5bda-2ffa-409c-a26f-53690f768b71,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,149.06,GBP,149.06,GBP,0.30,67 PALL MALL RESTAURAN,EatingPlacesRestaurants
132282,2018-04-04 12:58:54,ce6730ad-e0ce-4bee-a3ef-e33e4859506e,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,72.00,GBP,72.00,GBP,0.14,LTR UK LONDON C,HardwareStores
132294,2018-04-04 13:01:32,5a80b161-d54d-4af4-80f6-7d2e214aa08a,FR,Inter,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,EUR,1.70,EUR,1.70,EUR,0.00,ASF PISTE NPCI,BridgeAndRoadFeesTolls
132302,2018-04-04 13:04:03,8917a3d8-8371-43c2-bd4a-895dbcfd0d85,ES,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,32.98,EUR,32.98,EUR,0.07,128-GA.CO.VENTORRILLO,GroceryStoresSupermarkets
132325,2018-04-04 13:11:57,1192d89a-a5ae-4883-8933-19912bf54420,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,10.20,EUR,10.20,EUR,0.02,METRO BARCELONA,TransportationSuburbanAndLoca
132329,2018-04-04 13:13:47,b86d5256-ecb5-4a12-8067-af6a0df6796a,NL,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,20.00,EUR,20.00,EUR,-0.52,Holland,ZMemberFinancialInstitut
132339,2018-04-04 13:15:16,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,455.00,GBP,1.28,GBP,0.00,CBA PRI'MA FERENCIEK T,GroceryStoresSupermarkets
132347,2018-04-04 13:17:27,991b1fff-64c7-4985-96e5-ebb715efbda9,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,149.00,GBP,0.42,GBP,0.00,FORNETTI KFT.,Bakeries
132352,2018-04-04 13:18:19,7e1c9102-6f53-44e7-a366-291954292d7a,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,19.99,GBP,19.99,GBP,0.04,PAYPAL *STEAM GAMES,GameToyAndHobbyShops
132358,2018-04-04 13:19:03,0235ff90-c74d-4d32-ace8-b28152a2959b,HU,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,HUF,"28,170.00",GBP,79.45,GBP,0.16,31730WESTEND,MenSAndWomenSClothingStore
132359,2018-04-04 13:19:09,ad6ff216-0e69-484b-ae7f-1313f42d795a,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.48,EUR,8.48,EUR,0.02,EL CORTE INGLES PLAZA,DepartmentStores
132384,2018-04-04 13:25:47,8654f768-8eee-4e05-8a4c-e8dfa7533f61,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,39.23,EUR,39.23,EUR,0.08,KAUBAMAJA TALLINN,DepartmentStores
132385,2018-04-04 13:25:47,47ee362a-61eb-49be-8712-6bd70222a2ba,RU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,RUB,346.00,GBP,4.29,GBP,0.05,MCDONALDS 27727,FastFoodRestaurants
132386,2018-04-04 13:27:15,5f3f1edd-71b5-4bad-8efd-77777cfdab37,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.85,EUR,8.85,EUR,0.02,MCDONALDS ABOBODA,EatingPlacesRestaurants
132388,2018-04-04 13:27:26,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,5.70,GBP,5.70,GBP,0.01,THE BISHOP,EatingPlacesRestaurants
132399,2018-04-04 13:30:57,5f3f1edd-71b5-4bad-8efd-77777cfdab37,PT,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,1.70,EUR,1.70,EUR,0.00,MCDONALDS ABOBODA,EatingPlacesRestaurants
132424,2018-04-04 13:38:06,2aa789dc-5d94-479c-9d67-1bcd00e04e27,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,7.08,EUR,7.08,EUR,0.01,ICA AB/POHJA RIMI ISET,GroceryStoresSupermarkets
132433,2018-04-04 13:40:24,d884a97c-5a75-4585-a3ca-199bdbe3b2dd,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,7.46,GBP,7.46,GBP,0.01,Freelancer Outsourcing,BusinessServicesNotElsewhere
132460,2018-04-04 13:49:11,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,8.39,GBP,8.39,GBP,0.02,ICELAND,GroceryStoresSupermarkets
132477,2018-04-04 13:54:53,32c7ab0a-e0f9-4f4c-a85b-62c7bef6049f,ZA,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,ZAR,520.00,GBP,31.15,GBP,0.34,SANSIBAR,BarsCocktailLoungesDiscothe
132479,2018-04-04 13:55:37,47ee362a-61eb-49be-8712-6bd70222a2ba,RU,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,RUB,160.19,GBP,1.99,GBP,0.02,Ave-apteka N1244,DrugStoresPharmacies
132491,2018-04-04 13:58:56,47ee362a-61eb-49be-8712-6bd70222a2ba,RU,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,RUB,280.00,GBP,3.49,GBP,0.04,MAGAZINE TABAK,CigarStoresAndStands
132502,2018-04-04 14:01:42,b1fb0a86-51ab-460f-bfac-4236c5517fd1,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,2.19,GBP,2.19,GBP,0.00,LIDL UK,GroceryStoresSupermarkets
132526,2018-04-04 14:06:51,37bba6ea-0b31-4aad-b471-205c601d85e3,CZ,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,CZK,"1,600.00",GBP,55.40,GBP,-0.50,Air Bank 2047,ZMemberFinancialInstitut
132534,2018-04-04 14:10:25,2fb13cb3-825b-4526-a68a-c329e662da7c,SG,Intra,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,SGD,11.15,GBP,6.09,GBP,0.07,MCDONALD'S (VH),FastFoodRestaurants
132542,2018-04-04 14:12:28,2eca7a74-82fd-477b-8693-8deb2255fa5d,FR,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,50.00,EUR,50.00,EUR,-0.56,PLABENNEC,ZMemberFinancialInstitut
132562,2018-04-04 14:18:30,d4830abe-4dbf-4125-a91a-b926d18c6856,GB,Domestic,POS_PURCHASE,POS/ECOM,MANUAL,UNKNOWN,SUCCESS,,GBP,250.00,GBP,250.00,GBP,0.50,MCGRADY INSURANCE SERV,RInsuranceSalesUnderwri
132575,2018-04-04 14:22:17,e4443fcb-10c0-4723-890c-8eef7e7e37ee,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,40.71,EUR,40.71,EUR,0.08,RELAY 373209PX,BookStores
132577,2018-04-04 14:23:41,d186c8d3-5ef5-40cc-8c58-150c6beaf1e7,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,USD,7.48,USD,7.48,USD,0.08,COURTYARD BY MARRIOT,CourtyardByMarriott
132578,2018-04-04 14:23:45,2affea7f-3157-4a8b-baea-681d75d064fd,BR,Intra,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,BRL,20.50,GBP,4.37,GBP,0.05,STAR 086,MiscellaneousFoodStoresConven
132585,2018-04-04 14:27:35,6f57019f-0690-494f-9d9a-382d74770a1d,PL,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,PLN,63.16,PLN,63.16,PLN,0.13,Top Market Brwinow,MiscellaneousFoodStoresConven
132597,2018-04-04 14:31:23,0235ff90-c74d-4d32-ace8-b28152a2959b,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"17,999.00",GBP,50.76,GBP,0.10,MEDIA MARKT ARENA,ElectronicSales
132604,2018-04-04 14:33:01,e4443fcb-10c0-4723-890c-8eef7e7e37ee,FR,Inter,POS_PURCHASE,POS/ECOM,MANUAL,NONE,SUCCESS,,EUR,40.00,EUR,40.00,EUR,0.08,AIR FRANCE,AirFranceAirFran
132610,2018-04-04 14:34:58,ee916f94-a398-4ec4-ad58-f444557313ff,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,50.05,EUR,50.05,EUR,0.10,MERCADONA P C  MONTEVI,GroceryStoresSupermarkets
132628,2018-04-04 14:40:16,7bab70c6-42f1-4991-9183-e7e4540815aa,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,EUR,35.45,EUR,35.45,EUR,0.07,PAYPAL *CB,CourierServicesAirAndGround
132632,2018-04-04 14:42:15,0235ff90-c74d-4d32-ace8-b28152a2959b,HU,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,HUF,"5,992.00",GBP,16.94,GBP,0.03,SPORTSDIRECT.COM BUDAP,SportingGoodsStores
132640,2018-04-04 14:43:50,aeec3fd1-2cd7-4cd1-a869-667f15f9112e,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,23.90,GBP,23.90,GBP,0.05,SHAMANIC,BarberAndBeautyShops
132641,2018-04-04 14:43:56,3bd73743-984c-4a11-9e23-eeeb0f227059,GB,Domestic,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,GBP,20.00,GBP,20.00,GBP,-0.16,BT PHONE/ATM KIOSK. 1,ZMemberFinancialInstitut
132650,2018-04-04 14:45:33,fac66f97-a9bc-40d0-ac59-4195473c5aa7,GB,Domestic,ECOM_PURCHASE,POS/ECOM,ECOM,NONE,SUCCESS,,GBP,0.74,GBP,0.74,GBP,0.00,PAYPAL *ZAPALS CORP,DepartmentStores
132664,2018-04-04 14:50:06,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,56.00,GBP,56.00,GBP,0.11,THE BISHOP,EatingPlacesRestaurants
132677,2018-04-04 14:52:24,aeb285c6-d4e1-4fdb-bf3e-f84d3db4659a,ES,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,SUCCESS,,EUR,330.00,EUR,330.00,EUR,-0.90,CAJA DE AH Y PENSIONES,ZMemberFinancialInstitut
132695,2018-04-04 14:56:52,70e2e41a-cbc9-4a4c-9cd0-6dfbf8017b46,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,87.09,EUR,87.09,EUR,0.17,LIDL CUBELLES,GroceryStoresSupermarkets
132713,2018-04-04 15:02:57,5fc5088a-95ad-4940-9c45-2f94c086e19b,US,Intra,POS_PURCHASE,POS/ECOM,STRIPE,NONE,SUCCESS,,USD,21.25,USD,21.25,USD,0.23,WDW F&B SALE,FastFoodRestaurants
132724,2018-04-04 15:05:41,162987a0-808f-4ece-ac3b-4f1ac8cfc1e8,FR,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,NONE,SUCCESS,,EUR,4.11,EUR,4.11,EUR,0.01,SUPER MARCHE PA,GroceryStoresSupermarkets
132748,2018-04-04 15:11:14,e4443fcb-10c0-4723-890c-8eef7e7e37ee,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,63.50,EUR,63.50,EUR,0.13,MARSEILLE SCHEN,HomeSupplyWarehouseStores
132749,2018-04-04 15:11:17,deb90194-cf37-4c5f-b96b-3a0dae9d4f2d,GB,Domestic,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,GBP,4.80,GBP,4.80,GBP,0.01,ROSE CAR PARK,GovernmentServicesNotElsewher
132774,2018-04-04 15:17:32,de218bfa-de1b-40ec-8343-57a01dc5484c,EE,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,88.56,EUR,88.56,EUR,0.18,ALEXELA TALLINN SIKUPI,FuelDispenserAutomated
132777,2018-04-04 15:18:32,e4443fcb-10c0-4723-890c-8eef7e7e37ee,FR,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,8.90,EUR,8.90,EUR,0.02,CLASS CROUTE,FastFoodRestaurants
132778,2018-04-04 15:18:44,70e2e41a-cbc9-4a4c-9cd0-6dfbf8017b46,ES,Inter,POS_PURCHASE,POS/ECOM,CHIP,PIN,SUCCESS,,EUR,23.18,EUR,23.18,EUR,0.05,MARKET CUBELLES,GroceryStoresSupermarkets
132786,2018-04-04 15:19:50,7bab70c6-42f1-4991-9183-e7e4540815aa,LT,Inter,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,EUR,10.68,EUR,10.68,EUR,0.02,LIDL KAUNAS KALNIECIAI,DepartmentStores
132830,2018-04-04 15:33:00,b7929953-b704-49d8-999d-b729282ec987,GB,Domestic,POS_PURCHASE,POS/ECOM,CONTACTLESS,PIN,SUCCESS,,GBP,3.50,GBP,3.50,GBP,0.01,THE ENTERTAINER 116,GameToyAndHobbyShops
132833,2018-04-04 15:33:33,043b9041-c419-404a-859a-5031c85e1fdb,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,PIN_ENTRY_TRIES_EXCEEDED,EUR,10.00,,,,,SEB Tartu mnt 49Maxima,ZMemberFinancialInstitut
132836,2018-04-04 15:33:49,043b9041-c419-404a-859a-5031c85e1fdb,EE,Inter,CASH_WITHDRAWAL,ATM,CHIP,PIN,FAIL,PIN_ENTRY_TRIES_EXCEEDED,EUR,10.00,,,,,SEB Tartu mnt 49Maxima,ZMemberFinancialInstitut
